sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
1868,12.2,Yargıtay,7,25127,2015,19156,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1689-2015/1083 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1869,12.2,Yargıtay,11,342,2020,6946,2021-12-08,gebe+illiyet,gebe×67 | travma×4 | illiyet×4,TAZMİNAT DAVASI - SİGORTA POLİÇESİ EKSİKSİZ OLARAK DOSYAYA SUNULDUKTAN SONRA MAHKEMECE BİR DEĞERLENDİRME YAPILARAK SONUCA VARILMASI GEREKİRKEN TAZMİNAT KLOZUNUN VARLIĞI YADA YOKLUĞU HUSUSUNDA HİÇBİR D,"(6100 S. K. m. 353, 357, 373) &nbsp; Taraflar arasında görülen davada İstanbul Anadolu 6. Asliye Ticaret Mahkemesince verilen 25.04.2018 tarih ve 2015/120 E- 2018/471 K. sayılı kararın davalı vekili tarafından istinaf edilmesi üzerine, istinaf isteminin esastan reddine dair İstanbul Bölge Adliye Mah"
1870,12.2,Yargıtay,HG,1905,2017,1220,2017-10-25,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Aile Mahkemesi Taraflar arasındaki “boşanma ve ziynet alacağı” davasından dolayı yapılan yargılama sonunda Rize Aile Mahkemesince her iki davanın reddine dair verilen 22.04.2014 gün ve 2013/216 E., 2014/133 K. sayılı kararının davacı vekili tarafından temyizi üzerine Yargıtay 2. Hukuk Dair"
1871,12.2,Yargıtay,2,2736,2024,2882,2024-04-25,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,KARŞILIKLI BOŞANMA İSTEMİ - KADININ ÇALIŞTIĞI DÜZENLİ VE SÜREKLİ GELİRİNİN BULUNDUĞU KADININ BOŞANMAKLA YOKSULLUĞA DÜŞMEYECEĞİ - HÜKMÜN BOZULMASI,"(4721 S. K. m. 166, 169, 174, 175, 176) (6100 S. K. m. 369, 370, 371) &nbsp; Taraflar arasındaki karşılıklı boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince her iki davanın kabulüne karar verilmiştir. &nbsp; Kararın taraf vekilleri tarafından istinaf edilmesi üzerine, Bölg"
1872,12.2,Yargıtay,7,25118,2015,19147,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1698-2015/1092 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1873,12.2,Yargıtay,2,10450,2022,1471,2024-03-05,gebe+travma,gebe×6 | travma×2 | TCK 87/88,YARGITAY KARARI,"... MAHKEMESİ:Aile Mahkemesi SAYISI: 2019/388 E., 2022/391 K. DAVA TARİHİ: 08.05.2015 KARAR: Ret Taraflar arasındaki hakkında korunma kararı ve evlat edinilmesinde ana-babanın rızasının aranmaması kararı verilen ve korunma kararı gereği hakkında bakım tedbiri uygulanan küçük hakkında yapılan işlemle"
1874,12.2,Yargıtay,7,45739,2015,4973,2016-03-01,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TESPİT DAVASI - DAVACININ BAŞTAN BERİ DAVALI KURUMDA ÇALIŞIYORMUŞ GİBİ ÜCRET SEVİYESİNİN BELİRLENMESİNİ TALEP ETMESİNİN HAKKANİYETLİ OLMAYACAĞI - İŞVERENİN EŞİT İŞE EŞİT ÜCRET ÖDEME YÜKÜMLÜLÜĞÜNE AYKI,"(2709 S. K. m. 10, 55) (4857 S. K. m. 5) Dava ve Karar: Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yılında 6111 sayılı Yasa kapsam"
1875,12.2,Yargıtay,9,9821,2015,3897,2018-02-22,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:İŞ MAHKEMESİ DAVA: Davacı, kıdem tazminatı farkı, derece ve kademe ilerlemesinin tespiti ile ücret farkı, yıpranma prim farkı, yasal ilave tediye farkı, akdi ilave tediye farkı alacaklarının ödetilmesine karar verilmesini istemiştir. Yerel mahkemece, davanın reddine karar verilmiştir. Hükü"
1876,12.2,Yargıtay,7,29399,2015,19161,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 2. İş Mahkemesi Tarihi: 20/05/2015 Numarası: 2014/924-2015/320 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yı"
1877,12.2,Yargıtay,7,45727,2015,4970,2016-03-01,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TESPİT DAVASI - DAVACININ BAŞTAN BERİ DAVALI KURUMDA ÇALIŞIYORMUŞ GİBİ ÜCRET SEVİYESİNİN BELİRLENMESİNİ TALEP ETMESİNİN HAKKANİYETLİ OLMAYACAĞI - İŞVERENİN EŞİT İŞE EŞİT ÜCRET ÖDEME YÜKÜMLÜLÜĞÜNE AYKI,"(2709 S. K. m. 10, 55) (4857 S. K. m. 5) Dava ve Karar: Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yılında 6111 sayılı Yasa kapsam"
1878,12.2,Yargıtay,7,45729,2015,4971,2016-03-01,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TESPİT DAVASI - DAVACININ BAŞTAN BERİ DAVALI KURUMDA ÇALIŞIYORMUŞ GİBİ ÜCRET SEVİYESİNİN BELİRLENMESİNİ TALEP ETMESİNİN HAKKANİYETLİ OLMAYACAĞI - İŞVERENİN EŞİT İŞE EŞİT ÜCRET ÖDEME YÜKÜMLÜLÜĞÜNE AYKI,"(2709 S. K. m. 10, 55) (4857 S. K. m. 5) Dava ve Karar: Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yılında 6111 sayılı Yasa kapsam"
1879,12.2,Yargıtay,7,25125,2015,19154,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1691-2015/1085 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1880,12.2,Yargıtay,7,29398,2015,19160,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 2. İş Mahkemesi Tarihi: 20/05/2015 Numarası: 2014/925-2015/321 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yı"
1881,12.2,Yargıtay,7,19073,2015,25191,2015-12-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi:İş Mahkemesi Dava Türü: Alacak YARGITAY İLAMI Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: 1-Dosyadaki yazılara, hükmün Dairemizce de b"
1882,12.2,Yargıtay,7,25121,2015,19150,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1695-2015/1089 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1883,12.2,Danıştay,10,6612,2020,1768,2024-05-02,gebe+travma,gebe×68 | travma×19 | illiyet×1,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2020/6612 KararNo : 2024/1768 TEMYİZ EDEN (DAVACILAR): Kendi adlarına asaleten ..., ..., ... ve ... 'a velayeten 1- ... 2- ... VEKİLİ: Av. ... KARŞI TARAF (DAVALI):... Bakanlığı VEKİLİ: Av.... MÜDAHİLLER (DAVALI YANINDA): 1- ... Sigorta Anonim Şirketi VEKİ"
1884,12.2,Yargıtay,3,11949,2015,21067,2015-12-24,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: ANKARA 5. AİLE MAHKEMESİ TARİHİ: 21/03/2014 NUMARASI: 2011/994-2014/347 Taraflar arasındaki tazminat-alacak davasının mahkemece yapılan yargılaması sonucunda, asıl davanın reddine, birleşen davanın kısmen kabulüne yönelik olarak verilen hükmün, süresi içinde taraf vekillerince temyiz edil"
1885,12.2,Yargıtay,9,33127,2011,25090,2013-10-07,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,İŞÇİ ALACAKLARI DAVASI - İŞVERENİN İŞLEMDE FARKLI DAVRANMASININ SÖZLEŞME SERBESTİSİ KAPSAMINDA KALMASI - DAVACININ FARK ALACAKLARININ REDDİ GEREĞİ - FARK ALACAKLARIN KABULÜNE KARAR VERİLMESİNİN HATALI,"(4857 S. K. m. 5) Dava: Davacı vekili, davacı işverenin eşit davranma borcuna aykırı davranması nedeni ile eşit işlem borcuna aykırılık tazminatı ile fark ücret, fark ikramiye, fark fazla mesai, fark hafta ve genel tatil alacaklarının davalı işverenden tahsiline karar verilmesini talep etmiştir. Mah"
1886,12.2,Yargıtay,7,29401,2015,19163,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 2. İş Mahkemesi Tarihi: 20/05/2015 Numarası: 2014/921-2015/317 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yı"
1887,12.2,Yargıtay,7,25116,2015,19145,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1700-2015/1094 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1888,12.2,Yargıtay,9,15705,2012,19606,2014-06-16,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: KÜTAHYA İŞ MAHKEMESİ TARİHİ: 08/03/2012 NUMARASI: 2010/350-2012/147 DAVA:Davacı, ücret farkı ile ayrımcılık tazminatı alacağının ödetilmesine karar verilmesini istemiştir. Yerel mahkeme, isteği hüküm altına almıştır. Hüküm süresi içinde davalı avukatı tarafından temyiz edilmiş olmakla, da"
1889,12.2,Yargıtay,7,19074,2015,25192,2015-12-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi:İş Mahkemesi Dava Türü: Alacak YARGITAY İLAMI Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: 1-Dosyadaki yazılara, hükmün Dairemizce de b"
1890,12.2,Yargıtay,3,2578,2021,12091,2021-11-25,gebe+illiyet,gebe×18 | travma×2 | illiyet×5,YARGITAY KARARI,"MAHKEMESİ: KAYSERİ 1. TÜKETİCİ MAHKEMESİ Taraflar arasında ilk derece mahkemesinde görülen tazminat davasının reddine dair verilen karar hakkında bölge adliye mahkemesi tarafından yapılan istinaf incelemesi sonucunda; davacı tarafın istinaf başvurusunun esastan reddine yönelik olarak verilen kararın"
1891,12.2,Sayıştay,STK,,,44456,2018-05-09,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TAZMİN HÜKMÜNÜN KALDIRILMASI İSTEMİ - DAİRECE YAPILAN YARGILAMA SONUCUNDA YENİDEN TAZMİN KARARI VERİLDİĞİ - 6085 SAYILI KANUNUN İLGİLİ MADDESİNDE BELİRTİLEN KARAR DÜZELTİLMESİNİ GEREKTİREN YENİ BİR HU,"(2709 S. K. m. 10) (6085 S. K. m. 50) &nbsp;(4857 S. K. m. 2, 62) &nbsp; Konu: İl Özel İdaresinde 2005 yılından sonra işe başlayan işçilerin maaş ödemelerinde 2. Dönem Toplu İş Sözleşmesinin 17&rsquo;nci maddesine istinaden düzenlenen ve 2005 tarihinden sonra işe gireceklere uygulanacak ücret skalas"
1892,12.2,Yargıtay,7,25117,2015,19146,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1699-2015/1093 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1893,12.2,Yargıtay,2,7036,2024,7903,2024-10-24,gebe+travma,gebe×6 | travma×2 | TCK 87/88,YARGITAY KARARI,"İNCELENEN KARARIN MAHKEMESİ:Aile Mahkemesi SAYISI: 2019/388 E., 2022/391 K. KARAR DÜZELTME İSTEYEN : Davacılar vekili Taraflar arasındaki hakkında korunma kararı ve evlat edinilmesinde ana-babanın rızasının aranmaması kararı verilen ve korunma kararı gereği hakkında bakım tedbiri uygulanan küçük hak"
1894,12.2,Yargıtay,7,25124,2015,19153,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1692-2015/1086 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1895,12.2,Yargıtay,7,29402,2015,19164,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 2. İş Mahkemesi Tarihi: 20/05/2015 Numarası: 2014/923-2015/319 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yı"
1896,12.2,Yargıtay,7,25126,2015,19155,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1690-2015/1084 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1897,12.2,Yargıtay,7,45741,2015,4987,2016-03-01,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TESPİT DAVASI - DAVACININ BAŞTAN BERİ DAVALI KURUMDA ÇALIŞIYORMUŞ GİBİ ÜCRET SEVİYESİNİN BELİRLENMESİNİ TALEP ETMESİNİN HAKKANİYETLİ OLMAYACAĞI - İŞVERENİN EŞİT İŞE EŞİT ÜCRET ÖDEME YÜKÜMLÜLÜĞÜNE AYKI,"(2709 S. K. m. 10, 55) (4857 S. K. m. 5) Dava ve Karar: Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yılında 6111 sayılı Yasa kapsam"
1898,12.2,Yargıtay,7,29397,2015,19159,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 2. İş Mahkemesi Tarihi: 20/05/2015 Numarası: 2014/922-2015/318 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yı"
1899,12.2,Yargıtay,7,45738,2015,4972,2016-03-01,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TESPİT DAVASI - DAVACININ BAŞTAN BERİ DAVALI KURUMDA ÇALIŞIYORMUŞ GİBİ ÜCRET SEVİYESİNİN BELİRLENMESİNİ TALEP ETMESİNİN HAKKANİYETLİ OLMAYACAĞI - İŞVERENİN EŞİT İŞE EŞİT ÜCRET ÖDEME YÜKÜMLÜLÜĞÜNE AYKI,"(2709 S. K. m. 10, 55) (4857 S. K. m. 5) Dava ve Karar: Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yılında 6111 sayılı Yasa kapsam"
1900,12.2,Yargıtay,7,45726,2015,4969,2016-03-01,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,TESPİT DAVASI - DAVACININ BAŞTAN BERİ DAVALI KURUMDA ÇALIŞIYORMUŞ GİBİ ÜCRET SEVİYESİNİN BELİRLENMESİNİ TALEP ETMESİNİN HAKKANİYETLİ OLMAYACAĞI - İŞVERENİN EŞİT İŞE EŞİT ÜCRET ÖDEME YÜKÜMLÜLÜĞÜNE AYKI,"(2709 S. K. m. 10, 55) (4857 S. K. m. 5) Dava ve Karar: Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yılında 6111 sayılı Yasa kapsam"
1901,12.2,Yargıtay,7,25119,2015,19148,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1697-2015/1091 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1902,12.2,Yargıtay,9,9822,2015,5104,2018-03-13,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:İŞ MAHKEMESİ DAVA: Davacı, ücret farkı, akdi ilave tediye farkı,yasal ilave tediye farkı ve yıpranma prim farkı alacaklarının ödetilmesine karar verilmesini istemiştir. Yerel mahkemece, davanın reddine karar verilmiştir. Hüküm süresi içinde davacı avukatı tarafından temyiz edilmiş olmakla,"
1903,12.2,Danıştay,10,1219,2021,3762,2024-10-08,gebe+illiyet,gebe×53 | travma×2 | illiyet×5,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2021/1219 KararNo : 2024/3762 TEMYİZ EDEN (DAVACILAR) : 1- ... 2- ... VEKİLİ: Av. ... KARŞI TARAF (DAVALI): ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri ... DAVALI YANINDA MÜDAHİLLER: 1- ... VEKİLİ: Av. ... 2- ... VEKİLİ: Av. ... İSTEMİN_KONUSU: ... Bölge
1904,12.2,Yargıtay,7,19075,2015,25193,2015-12-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi:İş Mahkemesi Dava Türü: Alacak YARGITAY İLAMI Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: 1-Dosyadaki yazılara, hükmün Dairemizce de b"
1905,12.2,Yargıtay,HG,305,2015,323,2017-02-22,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:İş Mahkemesi Taraflar arasındaki “işçilik alacağı” davasından dolayı yapılan yargılama sonunda; Kütahya İş Mahkemesince davanın kabulüne dair verilen 08.03.2012 gün ve 2010/350 E., 2012/147 K. sayılı kararın temyizen incelenmesi davalı vekili tarafından istenilmesi üzerine, Yargıtay 9. Huk"
1906,12.2,Yargıtay,9,12354,2017,18888,2019-10-24,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:İŞ MAHKEMESİ Taraflar arasında görülen dava sonucunda verilen kararın, temyizen incelenmesi davacı vekili ile davalılardan T.C. ... vekili tarafından istenilmekle, temyiz taleplerinin süresinde olduğu anlaşıldı. Dava dosyası için Tetkik Hakimi tarafından düzenlenen rapor dinlendikten sonra"
1907,12.2,Yargıtay,7,29400,2015,19162,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 2. İş Mahkemesi Tarihi: 20/05/2015 Numarası: 2014/920-2015/316 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 yı"
1908,12.2,Yargıtay,7,25120,2015,19149,2015-10-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi: Diyarbakır 1. İş Mahkemesi Tarihi: 28/05/2015 Numarası: 2014/1696-2015/1090 Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: Davacı, 2011 "
1909,12.2,Yargıtay,2,15268,2002,21390,2004-11-25,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,MÜESSİR FİİL SUÇU - SANIĞIN HAMİLE OLAN MAĞDURUN KARNINA BİLEREK TEKME ATTIĞI - EYLEMİNİN BU NİTELİĞİ İTİBARİYLE AĞIRLAŞTIRILMIŞ MÜESSİR FİİL OLARAK DEĞERLENDİRİLMESİ GEREKTİĞİ - AĞIR CEZA MAHKEMESİNİ,"(765 S. K. m. 456, 460) Dava: Müessir fiil suçundan sanık L. E.'in yapılan yargılaması sonucunda; şikayetten vazgeçme nedeniyle kamu davasının TCK'nun 460. maddesi uyarınca ortadan kaldırılmasına dair Sivrice Sulh Ceza Mahkemesinden verilen 04.07.2002 tarihli hükmün Yargıtay'ca incelenmesi o yer C.S"
1910,12.2,Yargıtay,CG,317,2020,71,2022-02-08,gebe+travma,gebe×28 | travma×47 | illiyet×1,YARGITAY KARARI,Yargıtay Dairesi: (Kapatılan) 14. Ceza Dairesi Nitelikli cinsel saldırı suçundan sanık ...'in beraatine ilişkin ... Ağır Ceza Mahkemesince verilen 13.09.2011 tarihli ve 167-263 sayılı hükmün katılan mağdure vekili tarafından temyiz edilmesi üzerine dosyayı inceleyen Yargıtay (Kapatılan) 14. Ceza Dai
1911,12.1,Yargıtay,4,5351,2006,16285,2006-11-15,hamile+düşük,gebe×3 | travma×1 | cenin/düşük,GÖREVDE YETKİYİ KÖTÜYE KULLANMA SUÇU - POLİS MEMURLARININ ŞİKAYET ÜZERİNE SORUŞTURMA İŞLEMLERİNE BAŞLAMALARI - ADLİ GÖREVLİLİK - GÖREV YERİNE GETİRİLİRKEN İŞLENEN KÖTÜYE KULLANMA VE SAVSAMA SUÇLARINDA,"(5271 S. K. m. 161, 170, 174) Görevde yetkiyi kötüye kullanma suçundan şüpheliler . hakkında yapılan soruşturma sonucunda Karaman Cumhuriyet Başsavcılığınca düzenlenen 5.10.2005 tarihli iddianamenin, 5271 sayılı CMK. nun 170/4, 174. maddeleri uyarınca iadesine ilişkin, Karaman 2. Asliye Ceza Mahkeme"
1912,12.1,Yargıtay,HG,2-1906,2017,112,2018-02-07,hamile+düşük,gebe×3 | travma×1 | cenin/düşük,BOŞANMA DAVASI - TEPKİ NİTELİĞİNDE OLDUĞU KABUL EDİLEN DAVRANIŞLARDA BULUNAN KADINA BOŞANMAYA SEBEP OLAN OLAYLARDA HERHANGİ BİR KUSUR YÜKLENEMEYECEĞİ - ERKEĞİN DAVASININ REDDİNE İLİŞKİN DİRENME KARARI,"(4721 S. K. m. 166) (6100 S. K. m. 254) &nbsp; Taraflar arasındaki karşılıklı &ldquo;boşanma&rdquo; davalarından dolayı yapılan yargılama sonunda Ankara 7. Aile Mahkemesince &ldquo;davacı karşı davalının davasının reddine, davalı karşı davacının davasının kabulüne&rdquo; dair verilen 21.05.2013 gün "
